title,author,publisher,publish_date,original_price,sale_price
"강릉길, 어디인가",윤후명 저,문학나무,2024년 01월 11일,"12,000원","10,800"
포르투갈을 만든 결정적 전투 27,리스보니따 부부 저,BOOKK(부크크),2024년 01월 10일,"18,000원","18,000"
원성취불교성전 (스님),법우림 도원 편,여신,2019년 12월 20일,"200,000원","190,000"
2024 컨셉 작물생리학 기출예상문제집,장사원 편저,서울고시각,2024년 02월 10일,"30,000원","27,000"
원성취불교성전 (불자),법우림 도원 편,여신,2019년 12월 20일,"150,000원","142,500"
나도 부자가 될 수 있을까? [흑백판],RICH KIM 저,BOOKK(부크크),2024년 01월 08일,"16,000원","16,000"
우리 이제 함부로 사소해지자,강성애 저,달아실,2024년 01월 20일,"11,000원","9,900"
완벽한 파트너 찾기,한예린 저,BOOKK(부크크),2024년 01월 10일,"8,800원","8,800"
도시와 병원은 담이 없다,이지호 저,올리커,2023년 12월 31일,"22,000원","19,800"
애국심도 머리가 비면 말짱 헛거다,황두형 저,바른북스,2024년 01월 23일,"20,000원","18,000"
2024 미듬 건축기사 실기 과년도 기출문제 10+4개년,"임근재, 김진우 저",멘토스,2024년 02월 15일,"28,000원","25,200"
신문은 선생님,조선일보 편,조선일보사,2024년 01월 22일,"15,000원","13,500"
2024 미듬 건축기사 실기 1·2,"김진우, 임근재 저",멘토스,2024년 02월 15일,"44,000원","39,600"
남태평양,이윤길 저,전망,2024년 01월 15일,"15,000원","14,250"
이상한 게 아니라 변하는 중입니다,이케다쇼텐 편집부 편/서수지 역/노구치 미도리 감수,뜨인돌,2024년 01월 22일,"16,800원","15,120"
2024 NCS 한국전력공사 직무능력검사 봉투모의고사,박문각 취업연구소 편저,박문각,2024년 01월 25일,"16,700원","15,030"
完譯 태 을 금 화 종 지,屠宇菴 편저/송석봉 역,BOOKK(부크크),2023년 12월 28일,"20,000원","20,000"
은퇴자의 예술 따라가기,김영균 글,바른북스,2024년 01월 15일,"22,000원","19,800"
현대사회의 페미니즘과 불교,김동호 저,BOOKK(부크크),2023년 11월 16일,"6,700원","6,700"
정현 1교시 교육학 메이저,정현 편저,배움,2024년 01월 18일,"27,000원","24,300"
나만 몰랐던 교사교육과정,익산교사교육과정연구회 저,BOOKK(부크크),2024년 01월 02일,"14,000원","14,000"
"땅콩, 이렇게 심어 봤어? 이렇게 먹어 봤어?","조해영, 전미애 저",BOOKK(부크크),2023년 12월 31일,"9,700원","9,700"
2024 고시넷 위험물산업기사 필기 10년간 과년도 기출문제집,"김형찬, 국가전문기술자격연구소 공편저",고시넷,2024년 02월 01일,"27,000원","24,300"
하이어라키 4,모리아 대사 저,매직머니,2024년 01월 01일,"12,000원","12,000"
마음혁명 이야기,유철기 저,트랜스포마인드코리아,2024년 01월 10일,"12,600원","12,600"
하이어라키 5,모리아 대사 저,매직머니,2024년 02월 01일,"12,000원","12,000"
육임신정경 무심주해,김성호 저,BOOKK(부크크),2024년 01월 08일,"18,000원","18,000"
크램북 Crambook 벼락치기 환자파악 매뉴얼,"홍지수, 간호사적응연구소 공저",포널스출판사,2024년 01월 05일,"28,000원","28,000"
2024 NEW 완전합격 미용사 네일 필기시험문제,"류은주, 윤미선, 정향옥, 차소연 저",크라운출판사,2024년 02월 10일,"27,000원","24,300"
중국의 과현 논쟁,이경환 저,BOOKK(부크크),2024년 01월 15일,"31,600원","31,600"
영포자에서 영어멘토까지,기네스 저,BOOKK(부크크),2023년 12월 28일,"12,000원","12,000"
국민대학교 문화교차연구소 스피노자 윤리학 연구총서 4 감정의 예속과 자유,성동권 저,BOOKK(부크크),2024년 01월 09일,"24,000원","24,000"
2024 기능검정원 기능/학과강사 필기시험 출제예상문제,대한교통안전연구회 편저,크라운출판사,2024년 02월 10일,"36,000원","32,400"
JH의 서평쓰기,김종협 저,BOOKK(부크크),2024년 01월 09일,"11,700원","11,700"
국민대학교 문화교차연구소 스피노자 윤리학 연구총서 5 신을 향한 지적인 사랑,성동권 저,BOOKK(부크크),2024년 01월 10일,"19,000원","19,000"
보성 오봉산 구들장 이야기 ? 빛나는 문화유산 온돌,김준봉 저,어문학사,2024년 01월 24일,"26,000원","23,400"
우리 밥상 이야기,가락몰도서관 수강생들 저/김성환 편,BOOKK(부크크),2024년 01월 10일,"18,000원","18,000"
복주머니 요정,안영은 글/보람 그림,키즈엠,2024년 02월 10일,"16,000원","14,400"
수니의 배가즐봉 웰다잉 레시피,이순 저,BOOKK(부크크),2023년 12월 28일,"9,700원","9,700"
국제간호사 병원영어 vol.2 간호 상황 편,간호사적응연구소 저,포널스출판사,2023년 11월 05일,"25,000원","25,000"
Pride in God,SUNGSUB LEE 저,BOOKK(부크크),2023년 12월 20일,"11,100원","11,100"
"반야심경, 양자불교, 천부경, 삼일신고",D.J.O 동양의철학 연구소 저,BOOKK(부크크),2024년 01월 05일,"12,200원","12,200"
공유압 실기,"박민규, 한홍걸 편저",한필,2024년 01월 01일,"20,000원","18,000"
"아동의 ADHD, 경계선 지능, 상실과 애도","정은진, 최은정, 서유지, 김경미, 박지영 저",리얼러닝,2023년 12월 25일,"13,500원","12,150"
"김단오 씨, 날다",임복순 글/도아마 그림,창비,2024년 01월 19일,"12,000원","10,800"
빛의 일꾼 선언문,디엘 제타 저,BOOKK(부크크),2024년 01월 08일,"17,000원","17,000"
미술관에서 발견한 돈 버는 이야기 1,허정혁 저,BOOKK(부크크),2024년 01월 01일,"15,100원","15,100"
국제간호사 병원영어 vol.1 말하기 편,간호사적응연구소 저,포널스출판사,2023년 11월 05일,"25,000원","25,000"
미술관에서 발견한 돈 버는 이야기 2,허정혁 저,BOOKK(부크크),2024년 01월 08일,"15,100원","15,100"
대한민국 교육에 대해 묻다,"이민환, 강근명, 김영건, 김윤경, 김지수 저 외 4명 정보 더 보기/감추기",열린인공지능,2023년 12월 28일,"8,500원","8,500"
세계의 맵시머리장수풍뎅이,최원석 등저,사슴벌레연구소,2023년 12월 23일,"25,000원","25,000"
2024 SD에듀 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 5.0,유창호 편저,시대고시기획 시대교육,2024년 02월 05일,"49,000원","44,100"
시니어를 위한 하하하 07 색칠북 숫자인지편,SD사회복지연구소 저,시대인,2024년 02월 20일,"15,000원","13,500"
해양학을 위한 지구 물리 유체 역학,"최장근, 김덕수 저",BOOKK(부크크),2024년 01월 04일,"33,000원","33,000"
실패없는 토지분석,"홍정표, 김왕규 저",BOOKK(부크크),2024년 01월 05일,"16,000원","16,000"
열대식물 엿보기 : 식용,유기열 저,BOOKK(부크크),2024년 01월 09일,"13,500원","13,500"
2024 SD에듀 공·군무원 기출이 답이다 통신공학 6개년 기출문제집 한권으로 끝내기,"김태욱, 최태호 편저",시대고시기획 시대교육,2024년 02월 20일,"27,000원","24,300"
온라인 글쓰기로 수익화만들기,김남희 저,BOOKK(부크크),2024년 01월 08일,"10,000원","10,000"
Ask Up을 활용한 일상생활 속 카르마·인연 이야기,우재 윤필수 저,BOOKK(부크크),2024년 01월 05일,"14,500원","14,500"
기초 튼튼 한글 만 3·4세 2단계,이은주 글/전미영 그림,키움,2023년 12월 29일,"8,000원","7,200"
나의 2평짜리 베란다 목공소,김준호 저,더퀘스트,2024년 01월 17일,"14,000원","12,600"
2024 SD에듀 소비자전문상담사 2급 실기 한권으로 끝내기,유수현 편저,시대고시기획 시대교육,2024년 02월 20일,"30,000원","27,000"
2024 SD에듀 Win-Q 건설재료시험기능사 필기 단기합격,최광희 편저,시대고시기획 시대교육,2024년 02월 05일,"25,000원","22,500"
치매 때문에 불안하지 않으면 좋겠습니다,강현숙 저,유노라이프,2024년 01월 24일,"16,700원","15,030"
너구리네 육아일기 13,최재영 글그림,BOOKK(부크크),2024년 01월 10일,"11,200원","11,200"
돈이 되는 퍼스널 브랜딩 이제는 우리가 주인공,"고선희, 김미희, 김성준, 서민경, 안현숙 저 외 4명 정보 더 보기/감추기",행복누리캠퍼스(연구소),2024년 01월 15일,"17,900원","17,900"
2024 SD에듀 COMPACT 공기업 전공필기 기출적중 경제학,SD전공필기연구소 편저,시대고시기획 시대교육,2024년 02월 05일,"25,000원","22,500"
어머니의 황혼,채계화 저,좋은땅,2024년 01월 15일,"12,000원","10,800"
현명한 독서법,김경진 저,BOOKK(부크크),2024년 01월 05일,"9,000원","9,000"
더 북(The book) 한권으로 끝내는 산업안전기사 필기,"이태랑, 김내오 저",오스틴북스,2024년 01월 26일,"35,000원","31,500"
도치야,최영순 글/김희진 그림,어린이작가정신,2024년 02월 01일,"13,000원","11,700"
내부자가 알려주는 실전 밸류에이션 테크닉,"권대욱, 허권 저",인라우드,2024년 01월 31일,"22,000원","19,800"
복사꽃이 필 때,홍검사 저,좋은땅,2023년 12월 31일,"10,000원","9,000"
2024 민사법 쟁점노트,송영곤 편저,나눔에듀,2024년 01월 19일,"62,000원","62,000"
지난날의 시,봄비 저,북랩,2024년 01월 19일,"13,000원","11,700"
미국 트럭커의 모든 것,정태문 저,BOOKK(부크크),2024년 01월 08일,"14,200원","14,200"
철학의 기원,이정인 저,지식여행,2024년 01월 19일,"19,800원","17,820"
품질경영시스템,이재수 저,BOOKK(부크크),2023년 12월 25일,"50,000원","50,000"
비블리오드라마와 몸의 현상학,황헌영 저,액션메소드,2023년 12월 30일,"13,000원","12,350"
Strategic MICE Management,Nahyun Lee 저,BOOKK(부크크),2024년 01월 03일,"14,000원","14,000"
아시아지역학의 경영학적 접근,대한아시아지역학연구회 저,BOOKK(부크크),2024년 01월 08일,"20,000원","20,000"
스티커 컬러링 2 : 디즈니 레이디스,일과놀이콘텐츠랩 저,북센스,2019년 08월 30일,"18,000원","16,200"
미용실에서 읽는 철학책,김재훈 저,형설의공,2024년 01월 11일,"17,000원","15,300"
글로벌트렌드 2040 인공지능과 미래사회,진하수 저,BOOKK(부크크),2024년 01월 10일,"22,500원","22,500"
스티커 컬러링 : 랜드마크 트래블,일과놀이콘텐츠랩 저,북센스,2018년 10월 30일,"16,800원","15,120"
식량안보 강화를 위한 글로벌 규범 동향과 법제 대응방안 연구,박기선 저,한국법제연구원,2023년 10월 31일,"7,000원","7,000"
노인인권규범 형성에 따른 국내법제 개선방안 연구 2,장민영 저,한국법제연구원,2023년 10월 31일,"9,000원","9,000"
플라스틱 오염 종식을 위한 글로벌 규범 현황 및 대응방안 연구,한민지 저,한국법제연구원,2023년 10월 31일,"9,000원","9,000"
스마트정보처리,류경현 저,블루앤노트,2024년 01월 10일,"16,000원","16,000"
별을 쫓는 자들 1부 여정의 시작 2,에린 헌터 글/김진주 역,가람어린이,2024년 01월 31일,"17,000원","15,300"
어쩌다 거룩하게,나디아 볼즈웨버 저/윤종석 역,바람이불어오는곳,2024년 01월 16일,"17,500원","15,750"
친애하는 친구에게,박소연 글/뜬금 그림,달리,2024년 01월 29일,"16,800원","15,120"
초등학생을 위한 우리말 생각 사전,조현용 원저/우리말알림이팀 글/김푸른 그림,주니어마리,2024년 01월 19일,"13,000원","11,700"
앗!,현재 글/김진미 그림,우주나무,2024년 01월 29일,"15,000원","13,500"
크레용하우스 4-7세 그림책 추천도서 23권 패키지 A+B세트/팝콘치킨.재규어의푸른꿈.우리는모두.공룡책버스.함께달리는바퀴.꿀벌이이사가요.땡이와할머니.그래서엄마야 외,장은혜 글그림 외,크레용하우스(전집),2015년 05월 07일,"289,000원","260,100"
크레용하우스 4-7세 그림책 추천도서 12권 패키지 B세트/재규어의푸른꿈.안녕나의고래.공룡책버스.세균맨과위생특공대.함께달리는바퀴.물의공주 외,장은혜 글그림 외,크레용하우스(전집),2015년 05월 07일,"145,000원","130,500"
치타부 사운드북 숫자 동요,편집부 저,블루래빗,2024년 01월 16일,"28,500원","22,800"
영국식 일러스트 기반 유아미술 닷(dot.) Vol.1~5 세트,아노락 코리아 편집부 저,아노락코리아,2024년 01월 16일,"50,000원","45,000"
치타부 사운드북 놀이 동요,편집부 저,블루래빗,2024년 01월 16일,"28,500원","22,800"
치타부 사운드북 노래로 익히는 생활 습관,마코빌 그림,블루래빗,2024년 01월 16일,"28,500원","22,800"
치타부 사운드북 공룡 동요,편집부 저,블루래빗,2024년 01월 16일,"28,500원","22,800"
책속물고기 어린이를 위한 교양서 생각을 더하면 14권 패키지세트/나를만드는열두가지태도.나를지키는열두가지말.우리동네경제한바퀴.문화유산을지키는사람들.열두가지감정/감정이야기/,강승임 글 / 김혜령 그림 외,책속물고기(전집),2017년 02월 06일,"166,000원","149,400"
롱빈의 시간,정의연 저,나무와숲,2024년 01월 15일,"15,000원","13,500"
헬로 카봇 시즌 14 스티커 미니북,편집부 저,대원앤북(대원씨아이),2024년 01월 09일,"5,000원","4,500"
뽀로로 동화나라 4권+뽀로로직업체험놀이 스티커북4권 세트/피터팬.미녀와야수.잭과콩나무.피노키오+요리사.의사.과학자.운동선수,키즈아이콘 편집부 저,키즈아이콘(전집),2021년 08월 19일,"66,000원","59,400"
내 말의 의미는,조앤 디디온 저/김희정 역,책읽는수요일,2024년 01월 15일,"14,800원","13,320"
뽀로로 동화나라 시리즈 4권 세트/잭과콩나무.피터팬.미녀와야수.피노키오,키즈아이콘 편집부 저,키즈아이콘(전집),2021년 08월 19일,"40,000원","36,000"
산리오캐릭터즈 포토카드 프레임 스티커 미니북,편집부 저,대원앤북(대원씨아이),2024년 01월 17일,"6,000원","5,400"
논장 동화는 내친구 71-90 세트/내마음배송완료.빨리놀자삼총사.우주에서온통조림.잊을수없는외투.용감한닭과초록행성외계인 외,"데이비드 A, 애들러 글 / 수재나 내티 그림 외",논장(전집),2012년 12월 27일,"190,500원","171,450"
붉은 강 세븐,A.J. 라이언 저/전행선 역,나무옆의자,2024년 01월 23일,"17,800원","16,020"
"사랑 하나, 사랑 둘, 사랑 셋",최혜림 저,호연글로벌,2024년 02월 01일,"14,000원","12,600"
2024 국내외 산업용기계/정밀·일반기계/지능형로봇/스마트제조 핵심분야 시장총람과 비즈니스 전략(하),신성장동력산업정보기술연구회 편저,산업경제리서치,2024년 01월 19일,"440,000원","396,000"
2024 국내외 산업용기계/정밀·일반기계/지능형로봇/스마트제조 핵심분야 시장총람과 비즈니스 전략(상),신성장동력산업정보기술연구회 편저,산업경제리서치,2024년 01월 19일,"440,000원","396,000"
논장 동화는 내친구 81-90 세트/우주에서온통조림.내마음배송완료.에밀의325번째말썽.소녀탐정캠.왕기철.꼬마이다.초록행성외계인,"데이비드 A, 애들러 글 / 수재나 내티 그림 외",논장(전집),2015년 07월 20일,"100,000원","90,000"
사물인터넷 구축,염효영 저,상학당,2024년 01월 20일,"22,000원","22,000"
애니메이션 스토리북 신비아파트 고스트볼 제로 두 번째 이야기 1,CJ ENM STUDIO BAZOOKA 원저,대원씨아이(단행)(대원키즈),2024년 01월 25일,"14,500원","13,050"
논장 동화는 내친구 71-80 세트/빨리놀자삼총사.말썽꾼해리.독수리와비둘기.뛰어라점프.소녀탐정캠.개답게살테야,수지 클라인 저 / 프랭크 렘키에비치 그림 외,논장(전집),2012년 12월 27일,"90,500원","81,450"
봇치더록 클리어 파일,편집부 편,대원앤북(대원씨아이),2024년 01월 26일,"4,000원","3,600"
페어워닝,마이클 코넬리 저/강동혁 역,알에이치코리아(RHK),2024년 01월 23일,"22,000원","19,800"
생명을 택하는 믿음: 매주 오경 읽기,랍비 조너선 색스 저/김대옥 역,한국기독교연구소,2024년 02월 01일,"18,000원","17,100"
마인크래프트로 교양 쌓기! 지구의 비밀 퀴즈 도감,마인크래프트 장인 조합 글/사마키 다케오 감수,대원씨아이(단행)(대원키즈),2024년 01월 24일,"15,000원","13,500"
동인녀의 감정 3,사나다 츠즈루 원저/선정우 역,길찾기,2023년 12월 31일,"8,000원","7,200"
나는 잘 있습니다,정리움 저,시인동네,2024년 01월 15일,"10,000원","9,000"
동인녀의 감정 2,사나다 츠즈루 원저/선정우 역,길찾기,2023년 12월 31일,"8,000원","7,200"
흔들리는 초상,황주석 저,도서출판샘문,2024년 01월 15일,"10,000원","9,000"
"현장 밀착, 피그마로 협업하기",루미블루 저,비제이퍼블릭(BJ퍼블릭),2024년 01월 19일,"24,000원","21,600"
병중사색,강민구 저,한국고전번역원,2021년 12월 31일,"12,000원","12,000"
눈물 도둑,김태호 글/허아성 그림,리틀씨앤톡,2024년 01월 20일,"13,000원","11,700"
나에게 선물을 준다,이인희 저,민들레나라,2024년 01월 11일,"15,000원","13,500"
시공 네버랜드 플랩북 11권세트 재정가/상품권5천,"헤더 알렉산더, 제러미 하우드, 니키 호린, 에이미 니콜스 다이버 글",시공주니어(전집),2018년 08월 10일,"148,500원","133,650"
시공 네버랜드 과학 수학그림동화 22권세트/상품권5천,케이트 로언,시공주니어(전집),2001년 06월 30일,"189,500원","170,550"
시공 네버랜드 아기그림책 베스트 40권세트/상품권1.5만,멜라니 월시 외,시공주니어(전집),2002년 02월 28일,"421,500원","379,350"
누구나 쉽게 따라하는 AI 챗GPT,"이정화, 최상국, 최영하, 손희주, 윤진숙, 김숙명, 김수영, 이경준 공저",에스엔에스소통연구소,2024년 01월 15일,"20,000원","18,000"
AI 챗GPT는 내 친구,"김상기, 노승유, 조선아, 오영희, 김숙, 임계선, 배오덕, 조유진 공저",에스엔에스소통연구소,2024년 01월 15일,"20,000원","18,000"
시공주니어 어린이 교양서 20권세트/상품권5천,실비아 바이스만 외,시공주니어(전집),2013년 01월 05일,"213,000원","191,700"
0에서 시작하는 ChatGPT,김은경 저,에스엔에스소통연구소,2024년 01월 15일,"20,000원","18,000"
노가다 - 방랑의 노동자 4,성두용 저,천우,2024년 01월 15일,"23,000원","23,000"
어떤 말,모리 에토 글/아카 그림,책읽는곰,2024년 01월 15일,"14,000원","12,600"
2024 따다 위험물기능사 필기 한권완성,김찬양 편저,예문에듀,2024년 03월 20일,"30,000원","27,000"
알기쉬운 전기응용,육재호 저,복두출판사,2024년 01월 15일,"19,000원","19,000"
와글와글 초등경제교육,김건 저,크루,2024년 01월 19일,"18,000원","16,200"
나는 대한민국 외교관입니다,민동석 저,크루,2024년 01월 19일,"18,000원","16,200"
2024 국민건강보험공단 국민건강보험법,찬솔개별법연구소 저,찬솔,2024년 02월 05일,"14,000원","12,600"
쇼펜하우어의 논쟁에서 압도적으로 이기는 38가지 기술,아르투어 쇼펜하우어 저/최성욱 역,원앤원북스,2024년 01월 30일,"17,000원","15,300"
2024 LOGIN 전산회계 2급,김영철 저,어울림(수험서),2024년 01월 05일,"22,000원","19,800"
수종별로 쉽게 따라하는 나무 번식 백과,오마타 요시노리 저 / 신은정 역,푸른행복,2024년 02월 01일,"35,000원","31,500"
미래가 온다 1~20 권 세트,김성화,와이즈만북스(전집),2023년 06월 07일,"300,000원","270,000"
2024 LOGIN 전산회계 1급,김영철 저,어울림(수험서),2024년 01월 10일,"29,000원","26,100"
2024 LOGIN FAT 1급,김영철 저,어울림(수험서),2024년 01월 17일,"26,000원","23,400"
숨숨 도서관,주애령 글/김유진 그림,노란상상,2024년 01월 20일,"13,000원","11,700"
미래가 온다 수학 시리즈 1-3 권 세트,김성화 / 권수진,와이즈만북스(전집),2023년 05월 09일,"45,000원","40,500"
독학 일본어 필수 문법,김수경 저,넥서스JAPANESE,2024년 01월 25일,"24,000원","21,600"
2024 소프트웨어 중심 자동차(SDV) 전모와 향후 전망,편집부 저,IRS Global(아이알에스글로벌),2024년 01월 18일,"480,000원","432,000"
청소년을 위한 처음 정치학,박요한 저,청아출판사,2024년 01월 12일,"16,000원","14,400"
수산물품질관리사 1차 수산일반,사마 자격증수험서연구원 저,사마출판,2024년 01월 10일,"25,000원","23,750"
플라톤의 대화편,플라톤 저/최현 역,집문당,2024년 01월 10일,"15,000원","15,000"
수산물품질관리사 1차 수확 후 품질관리론,이영복 편저,사마출판,2024년 01월 05일,"25,000원","23,750"
완벽주의자를 위한 행복 연습,탈 벤샤하르 저/노혜숙 역,슬로디미디어,2024년 01월 25일,"16,800원","15,120"
빌드업패밀리 : 부모자녀의 효과적 의사소통 (워크북),"육성필, 노미애, 신민영, 이건희, 김경아 저",박영스토리,2023년 12월 29일,"12,000원","12,000"
人文의 山,포천중일고총동문회 저,문학공원,2023년 12월 27일,"15,000원","15,000"
한권으로 끝내는 알짜 민법,함성배 저,한빛지적소유권센터,2024년 01월 12일,"45,000원","45,000"
스탠퍼드 공부 습관의 힘,이나흔 저,슬로디미디어,2024년 01월 25일,"16,000원","14,400"
재판인가 개판인가,김제방 저,문학공원,2024년 01월 17일,"12,000원","12,000"
Melsec-Q PLC를 활용한 생산자동화 제어실습,오선일 저,복두출판사,2024년 01월 25일,"32,000원","32,000"
국제인권규약 주해,"정인섭, 백범석, 도경옥, 김원희, 원유민 저 외 1명 정보 더 보기/감추기",박영사,2024년 01월 10일,"79,000원","79,000"
빌드업패밀리 : 부모자녀의 효과적 의사소통,"육성필, 노미애, 신민영, 이건희, 김경아 저",박영스토리,2023년 12월 29일,"10,000원","10,000"
각주 민법 조문정리,이상윤 편저,한빛지적소유권센터,2024년 01월 08일,"19,000원","19,000"
정석 민법,이상윤 편저,한빛지적소유권센터,2024년 01월 10일,"45,000원","45,000"
빌드업스쿨 : 교사학생의 효과적 의사소통 (워크북),"육성필, 노미애, 신민영, 이건희 저",박영스토리,2023년 12월 29일,"12,000원","12,000"
디자인의 정석,우에다 아키 저/김유선 역,지경사,2024년 01월 15일,"25,000원","22,500"
정상상표법 판례 및 사례,김세원 저,한빛지적소유권센터,2023년 12월 29일,"35,000원","35,000"
나의 빛나는 친구,이세현 글그림,위즈덤하우스,2024년 01월 20일,"16,700원","15,030"
택시 기사가 만난 세계인,황성규 저,메이킹북스,2024년 01월 08일,"16,800원","15,120"
2024 노동법 주요 판례 정리 145선,유정수 편저,법학사,2024년 01월 09일,"35,000원","35,000"
빌드업스쿨 : 교사학생의 효과적 의사소통,"육성필, 노미애, 신민영, 이건희 저",박영스토리,2023년 12월 29일,"10,000원","10,000"
통기타 노래강좌 시리즈 1,기타캠프 저,기타캠프,2024년 01월 16일,"18,000원","16,200"
2024 공조냉동기계기능사 실기 필답형+작업형,"권오수, 가동엽, 안효열 저",예문사,2024년 01월 10일,"25,000원","22,500"
소원을 말해봐!,월트디즈니 재팬 저/안혜은 역,너와숲,2024년 01월 17일,"16,000원","14,400"
모든 사람에 대한 이론,이하진 저,열림원,2024년 01월 12일,"17,000원","15,300"
2024 홍쌤's 임상심리사 2급 1차 필기 대비,홍현희 편저,미디어정훈,2024년 03월 15일,"32,000원","28,800"
실전 부동산 경매,장건 저,리북스,2024년 01월 08일,"29,000원","29,000"
중국어성경 간체자 (소/하드커버/무색인/CUNPSS63/검정),편집부,대한성서공회,2024년 01월 01일,"16,500원","16,500"
시시포스의 후손들 (큰글자책),김성원 저,gasse(가쎄),2024년 01월 23일,"25,000원","25,000"
인간 붓다와 신(神) 예수,정성민 저,두란노,2024년 01월 17일,"18,000원","16,200"
빨간 머리 앤,루시 모드 몽고메리 원저/메리 세백-몬테피오레 글/앨런 마크스 그림/김경미 역,어스본코리아,2024년 01월 17일,"11,000원","10,450"
북한인권백서 2023,통일연구원 저,통일연구원,2023년 12월 31일,"24,500원","24,500"
작은 아씨들,루이자 메이 올콧 원저/메리 세백-몬테피오레 글/크리스타 언즈너 그림/정회성 역,어스본코리아,2024년 01월 17일,"11,000원","10,450"
중국 디지털경제의 발전요인과 대응방안,"박재곤, 박소희 공저",산업연구원,2023년 12월 15일,"6,000원","6,000"
금융시장 불확실성이 기업자금 조달비용에 미치는 영향,김현석 저,산업연구원,2023년 11월 23일,"4,000원","4,000"
산업별 노동재해의 특성과 안전보건 관리규제 개선 방향,"길은선, 김동근 공저",산업연구원,2023년 08월 25일,"6,000원","6,000"
기업의 혁신활동을 활용한 산업간 경계 변화 분석,송명구 저,산업연구원,2023년 12월 29일,"4,000원","4,000"
점점 가까워지는 국화,박금산 저,고요아침,2023년 12월 28일,"12,000원","10,800"
국내 MICE산업 생태계의 분석과 시사점,"박문수, 박진 공저",산업연구원,2023년 12월 29일,"4,000원","4,000"
삼총사,알렉상드르 뒤마 원저/리베카 레빈 글/빅토르 타바레스 그림/이원경 역,어스본코리아,2024년 01월 17일,"11,000원","10,450"
호당유고,류명석 저 / 김익두 역,문예원,2024년 01월 01일,"35,000원","35,000"
롱패스,아리 왈락 저/김시내 역/윤정구 감수,21세기북스,2024년 01월 17일,"18,000원","16,200"
Grammar Plus Writing 3,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
Grammar Plus Writing 2,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
Grammar Plus Writing 1,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
이해하기 쉬운 PLC제어 실습 기초,"최승길, 이승석, 허태원, 오영탁 공저",태영문화사,2023년 08월 25일,"19,000원","19,000"
떠도는 뿌리,김서미 저,고요아침,2023년 12월 27일,"10,000원","9,000"
전기기기 이론부터 실습까지 (직류기·동기기),한경희 저,태영문화사,2023년 12월 28일,"18,000원","18,000"
곽재식의 속절없이 빠져드는 화학전쟁사,곽재식 저,21세기북스,2024년 01월 17일,"19,800원","17,820"
들풀의 꿈,진서심 저,고요아침,2023년 12월 27일,"10,000원","9,000"
느루,김현장 저,고요아침,2023년 12월 27일,"10,000원","9,000"
이슬,최미선 저,고요아침,2023년 12월 20일,"10,000원","9,000"
전기설비기술기준,"김충년, 권기진, 유원근, 송정원 공저",태영문화사,2024년 01월 10일,"23,000원","23,000"
또 다른 하루를 위하여,강해자 저,고요아침,2023년 12월 20일,"10,000원","9,000"
Grammar Plus Writing START 3,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
Grammar Plus Writing START 2,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
끝수를 놓치다,임유행 저,고요아침,2023년 08월 30일,"10,000원","9,000"
Grammar Plus Writing START 1,"전지원, 박혜영 저",다락원,2023년 12월 11일,"14,000원","12,600"
K 반도체 대전략,권순용 저,위즈덤하우스,2024년 01월 17일,"22,000원","19,800"
응답적 은총,랜디 매덕스 저/강신환 역,삼원서원,2024년 01월 03일,"43,000원","40,850"
詩속의 행복을 선물합니다,장병진 저,창조문학사,2024년 01월 05일,"10,000원","9,500"
성탄절 찬송가 메들리,조건용 저,비앤비출판사,2024년 01월 10일,"20,000원","18,000"
부활절 찬송가 메들리,조건용 저,비앤비출판사,2024년 01월 10일,"20,000원","18,000"
2024 쏙쏙 술술 풀리는 의료관계법규 문제집,김대식 편저,JMK,2023년 12월 19일,"32,000원","32,000"
세 가지 열쇠말로 여는 문학 이야기 1,"전국국어교사모임 저/강양희, 강건후, 김언주, 이우성 편",해냄에듀,2024년 01월 15일,"17,000원","15,300"
신탁 콤플렉스,조현설 저,이학사,2024년 01월 22일,"16,000원","15,200"
완전 부부 범죄,황세연 저,북다,2024년 01월 18일,"15,500원","13,950"
한자마스타 N5,아크아카데미 편저,모닝에듀,2023년 08월 01일,"18,000원","16,200"
정통 침구술 백과,황종찬 저,태을출판사,2024년 02월 10일,"30,000원","27,000"
인권의평화·발전효과와한반도,"서보혁, 황수환, 강혁민, 김규남, 이준형 공저",통일연구원,2023년 12월 30일,"13,000원","13,000"
이제는 바꿉시다!,김윤식 저,헥사곤,2024년 01월 06일,"25,000원","22,500"
우리소리로 읽는 영어 어원 VOCA,"김인선, 정용순 저",도서출판북트리,2024년 01월 19일,"30,000원","27,000"
치과로 간 빨래집게,한혜영 글/정하윤 그림,상상아,2024년 01월 15일,"13,000원","12,350"
한국현대시사자료대계 : 해.바다의합창.이단의시.잠자리.박꽃,한국학자료원 편집부,한국학자료원,2024년 01월 22일,"180,000원","162,000"
